16,plant_6
16,plant_12
16,plant_9
22,plant_6
22,plant_14
22,plant_15
23,plant_2
23,plant_7
23,plant_15
38,plant_1
38,plant_9
38,plant_2
52,plant_10
52,plant_4
52,plant_3
57,plant_12
57,plant_7
57,plant_14
59,plant_4
59,plant_13
59,plant_2
63,plant_4
63,plant_15
63,plant_14
64,plant_1
64,plant_9
64,plant_10
66,plant_5
66,plant_11
66,plant_13
72,plant_9
72,plant_6
72,plant_10
93,plant_4
93,plant_13
93,plant_10
95,plant_2
95,plant_15
95,plant_3
100,plant_11
100,plant_9
100,plant_15
101,plant_8
101,plant_1
101,plant_2
105,plant_6
105,plant_8
105,plant_14
107,plant_6
107,plant_1
107,plant_12
109,plant_6
109,plant_13
109,plant_1
116,plant_4
116,plant_11
116,plant_15
118,plant_5
118,plant_13
118,plant_8
123,plant_6
123,plant_3
123,plant_11
124,plant_1
124,plant_6
124,plant_13
126,plant_11
126,plant_1
126,plant_14
141,plant_13
141,plant_3
141,plant_11
148,plant_9
148,plant_8
148,plant_14
156,plant_4
156,plant_10
156,plant_14
161,plant_10
161,plant_7
161,plant_3
162,plant_11
162,plant_4
162,plant_12
163,plant_1
163,plant_10
163,plant_8
175,plant_2
175,plant_15
175,plant_14
177,plant_15
177,plant_10
177,plant_14
184,plant_3
184,plant_9
184,plant_15
188,plant_2
188,plant_11
188,plant_8
189,plant_14
189,plant_4
189,plant_6
204,plant_10
204,plant_4
204,plant_13
209,plant_2
209,plant_3
209,plant_8
217,plant_10
217,plant_8
217,plant_14
221,plant_15
221,plant_7
221,plant_2
225,plant_15
225,plant_2
225,plant_14
226,plant_5
226,plant_12
226,plant_7
243,plant_2
243,plant_8
243,plant_6
247,plant_15
247,plant_1
247,plant_10
264,plant_10
264,plant_6
264,plant_4
265,plant_15
265,plant_8
265,plant_12
270,plant_15
270,plant_10
270,plant_3
276,plant_15
276,plant_2
276,plant_5
280,plant_1
280,plant_10
280,plant_15
282,plant_11
282,plant_4
282,plant_14
285,plant_4
285,plant_14
285,plant_3
290,plant_3
290,plant_1
290,plant_15
292,plant_10
292,plant_1
292,plant_11
294,plant_4
294,plant_7
294,plant_1
299,plant_7
299,plant_13
299,plant_15
301,plant_8
301,plant_9
301,plant_1
302,plant_14
302,plant_8
302,plant_10
303,plant_8
303,plant_6
303,plant_9
311,plant_14
311,plant_4
311,plant_15
314,plant_13
314,plant_2
314,plant_7
321,plant_5
321,plant_11
321,plant_10
325,plant_13
325,plant_9
325,plant_12
328,plant_5
328,plant_6
328,plant_13
330,plant_13
330,plant_4
330,plant_15
331,plant_6
331,plant_5
331,plant_13
332,plant_5
332,plant_10
332,plant_15
337,plant_4
337,plant_8
337,plant_10
338,plant_5
338,plant_4
338,plant_1
348,plant_13
348,plant_8
348,plant_9
356,plant_8
356,plant_12
356,plant_2
359,plant_3
359,plant_5
359,plant_1
363,plant_11
363,plant_1
363,plant_15
369,plant_4
369,plant_3
369,plant_15
372,plant_11
372,plant_3
372,plant_10
381,plant_4
381,plant_14
381,plant_10
386,plant_1
386,plant_11
386,plant_2
387,plant_12
387,plant_11
387,plant_15
396,plant_9
396,plant_11
396,plant_3
405,plant_12
405,plant_7
405,plant_3
408,plant_15
408,plant_7
408,plant_6
414,plant_10
414,plant_4
414,plant_14
5039,plant_5
5039,plant_9
5039,plant_12
5043,plant_13
5043,plant_11
5043,plant_1
5053,plant_1
5053,plant_9
5053,plant_15
5056,plant_12
5056,plant_10
5056,plant_13
5064,plant_6
5064,plant_1
5064,plant_11
5067,plant_12
5067,plant_8
5067,plant_13
5068,plant_6
5068,plant_4
5068,plant_12
5072,plant_15
5072,plant_13
5072,plant_10
423,plant_12
423,plant_15
423,plant_1
5122,plant_15
5122,plant_1
5122,plant_12
424,plant_12
424,plant_5
424,plant_7
421,plant_6
421,plant_15
421,plant_10
420,plant_2
420,plant_6
420,plant_13
422,plant_14
422,plant_11
422,plant_12
419,plant_1
419,plant_5
419,plant_4
5077,plant_6
5077,plant_9
5077,plant_12
5080,plant_13
5080,plant_15
5080,plant_7
5090,plant_14
5090,plant_3
5090,plant_12
5091,plant_4
5091,plant_2
5091,plant_3
418,plant_14
418,plant_8
418,plant_12
417,plant_1
417,plant_8
417,plant_6
5097,plant_12
5097,plant_15
5097,plant_7
5101,plant_1
5101,plant_6
5101,plant_13
5103,plant_1
5103,plant_3
5103,plant_4
5104,plant_5
5104,plant_4
5104,plant_7
5105,plant_13
5105,plant_2
5105,plant_8
5108,plant_9
5108,plant_6
5108,plant_3
5109,plant_9
5109,plant_14
5109,plant_11
5111,plant_9
5111,plant_12
5111,plant_1
5113,plant_8
5113,plant_9
5113,plant_13
416,plant_14
416,plant_15
416,plant_5
5125,plant_2
5125,plant_7
5125,plant_12
5126,plant_3
5126,plant_11
5126,plant_14
5128,plant_9
5128,plant_6
5128,plant_5
5134,plant_5
5134,plant_4
5134,plant_7
5145,plant_7
5145,plant_15
5145,plant_8
5148,plant_5
5148,plant_8
5148,plant_10
5150,plant_7
5150,plant_4
5150,plant_2
5152,plant_2
5152,plant_8
5152,plant_11
5156,plant_4
5156,plant_11
5156,plant_13
5162,plant_12
5162,plant_8
5162,plant_9
5174,plant_5
5174,plant_12
5174,plant_2
5173,plant_5
5173,plant_10
5173,plant_7
5177,plant_13
5177,plant_15
5177,plant_6
5178,plant_7
5178,plant_2
5178,plant_9
5184,plant_12
5184,plant_10
5184,plant_2
5192,plant_7
5192,plant_14
5192,plant_4
5193,plant_1
5193,plant_4
5193,plant_7
5198,plant_13
5198,plant_3
5198,plant_5
